GameResult,PlayerHand,DealerHand,Money,Doubled,Split,CardsRemaining
Win,[Spades Queen] [Spades Jack],[Hearts Two] [Spades Six] [Clubs Four] [Diamonds Jack],180.0,False,False,248
Win,[Clubs King] [Spades Three],[Spades Four] [Clubs Seven] [Hearts Two] [Hearts Queen],195.0,False,False,242
Lose,[Diamonds Queen] [Hearts Four] [Clubs Jack],[Hearts Seven] [Hearts Six] [Clubs Jack],180.0,False,False,236
Lose,[Spades Nine] [Clubs Eight],[Hearts Seven] [Diamonds Three] [Diamonds Three] [Hearts Six],165.0,False,False,230
Lose,[Spades Two] [Spades Three] [Hearts Two] [Clubs Nine] [Clubs Ten],[Clubs Ace] [Clubs Two] [Diamonds King] [Spades Seven],150.0,False,False,221
Lose,[Diamonds Ace] [Spades Six] [Spades Ace],[Clubs Five] [Clubs Five] [Clubs Six] [Diamonds Four],120.0,True,False,214
Lose,[Diamonds Six] [Diamonds Eight] [Hearts Eight],[Diamonds Eight] [Diamonds Seven] [Spades Nine],105.0,False,False,208
Win,[Diamonds Jack] [Diamonds Four],[Spades Five] [Spades Seven] [Hearts Queen],120.0,False,False,203
Lose,[Diamonds Two] [Hearts King] [Hearts Jack],[Spades King] [Clubs King],105.0,False,False,198
Win,[Spades Five] [Clubs Five] [Clubs Four],[Diamonds Six] [Diamonds Eight] [Spades Ten],135.0,True,False,192
Push,[Spades King] [Hearts Jack],[Hearts Jack] [Spades Jack],135.0,False,False,188
Win,[Spades Eight] [Spades Seven] [Hearts Five],[Spades Jack] [Clubs Two] [Spades Three] [Clubs Two],150.0,False,False,181
Lose,[Clubs Two] [Diamonds Queen] [Spades Queen],[Hearts Queen] [Diamonds Four] [Clubs Ten],135.0,False,False,175
Blackjack,[Clubs King] [Diamonds Ace],[Hearts Ace] [Hearts Five] [Diamonds Ten] [Diamonds King],157.5,False,False,169
Lose,[Clubs Three] [Spades Seven] [Diamonds Six],[Diamonds Nine] [Diamonds Two] [Clubs Seven],127.5,True,False,163
Lose,[Hearts Jack] [Clubs Three] [Hearts Two] [Spades Nine],[Hearts Nine] [Hearts Ten],112.5,False,False,157
Win,[Hearts Five] [Clubs Six] [Clubs Ace],[Clubs Jack] [Diamonds Five] [Diamonds Queen],142.5,True,False,151
Push,[Spades Three] [Clubs Ace] [Clubs Four],[Diamonds Three] [Hearts Jack] [Hearts Five],142.5,False,False,145
Win,[Diamonds Jack] [Hearts Jack],[Spades Two] [Clubs Six] [Clubs Ace],157.5,False,False,140
Win,[Diamonds Queen] [Clubs Three],[Diamonds Five] [Hearts Nine] [Clubs Queen],172.5,False,False,135
Lose,[Diamonds Seven] [Diamonds Ace] [Diamonds Queen],[Spades Five] [Spades Four] [Diamonds Ten],142.5,True,True,127
Lose,[Spades Seven] [Diamonds Jack],[Spades Five] [Spades Four] [Diamonds Ten],112.5,True,True,127
Win,[Hearts Eight] [Hearts Nine],[Clubs Six] [Spades Eight] [Hearts Ten],127.5,False,False,122
Lose,[Spades Two] [Spades Jack] [Spades Queen],[Clubs Eight] [Spades Queen],112.5,False,False,117
Win,[Hearts Four] [Clubs Eight] [Clubs Two],[Clubs Two] [Diamonds King] [Diamonds Three] [Spades Ten],127.5,False,False,110
Blackjack,[Hearts Ace] [Hearts Queen],[Clubs Ten] [Clubs Queen],150.0,False,False,106
Lose,[Hearts King] [Hearts Five] [Clubs Ace] [Clubs Queen],[Spades Eight] [Clubs Ten],135.0,False,False,100
Win,[Hearts Five] [Hearts Three] [Diamonds Jack],[Clubs Nine] [Hearts Three] [Diamonds Two] [Clubs Three],150.0,False,False,93
Lose,[Diamonds Ten] [Clubs Four] [Spades Ten],[Spades Eight] [Spades Jack],135.0,False,False,88
Lose,[Spades Three] [Hearts Three] [Hearts Ten] [Diamonds Ten],[Spades King] [Clubs Ten],120.0,False,False,82
Lose,[Hearts Seven] [Hearts Ace] [Diamonds Five],[Hearts Three] [Hearts Ace] [Diamonds Two] [Spades Five],90.0,True,False,75
Lose,[Clubs Six] [Hearts King] [Diamonds Eight],[Clubs Eight] [Diamonds Four] [Diamonds Four] [Hearts Eight],75.0,False,False,68
Blackjack,[Spades Ace] [Clubs Three] [Clubs Seven],[Spades Nine] [Hearts Ace],97.5,False,False,63
Win,[Clubs King] [Spades Four],[Spades Four] [Diamonds Ace] [Diamonds Queen] [Spades Ten],112.5,False,False,57
Lose,[Diamonds Six] [Hearts Seven],[Clubs Three] [Clubs Ace] [Spades Six],97.5,False,False,52
Lose,[Diamonds Nine] [Hearts Ten],[Clubs King] [Diamonds King],82.5,False,False,48
Blackjack,[Diamonds Jack] [Spades Ace],[Spades Six] [Diamonds Eight] [Hearts Ace] [Clubs Nine],105.0,False,False,42
Win,[Hearts Nine] [Spades Queen],[Clubs Seven] [Clubs Seven] [Clubs Queen],120.0,False,False,37
Lose,[Hearts Queen] [Diamonds Seven],[Diamonds Three] [Diamonds Ace] [Spades Four],105.0,False,False,32
Win,[Diamonds Seven] [Spades Two] [Diamonds Eight],[Clubs Nine] [Diamonds Five] [Diamonds Ten],120.0,False,False,26
Lose,[Clubs Nine] [Hearts King],[Clubs King] [Clubs Jack],105.0,False,False,22
Win,[Clubs Queen] [Hearts Nine],[Hearts Four] [Spades Ace] [Hearts Three],120.0,False,False,17
Push,[Spades Ten] [Spades Ten],[Spades King] [Hearts King],120.0,False,False,13
Lose,[Diamonds Seven] [Clubs Queen],[Hearts Eight] [Clubs Jack],105.0,False,False,308
Win,[Clubs Seven] [Hearts Queen],[Spades Two] [Spades Three] [Clubs Eight] [Diamonds Nine],120.0,False,False,302
Push,[Diamonds Two] [Hearts Jack] [Hearts Ace] [Spades Four],[Spades King] [Hearts Seven],120.0,False,False,296
Win,[Diamonds Queen] [Diamonds Four] [Hearts Ace] [Hearts Four],[Spades Eight] [Diamonds Eight] [Spades King],135.0,False,False,289
Win,[Diamonds Jack] [Clubs King],[Clubs Six] [Diamonds Five] [Clubs Five] [Hearts Six],150.0,False,False,283
Win,[Hearts Ten] [Hearts Eight],[Clubs Nine] [Spades Five] [Hearts Ten],165.0,False,False,278
Lose,[Clubs Queen] [Hearts Jack],[Spades Nine] [Hearts Three] [Hearts Four] [Clubs Five],150.0,False,False,272
Lose,[Clubs Seven] [Spades Ace] [Spades Jack],[Diamonds Nine] [Hearts Ace],135.0,False,False,267
Win,[Hearts Ace] [Diamonds Seven] [Clubs King],[Clubs Ten] [Clubs Three] [Clubs Queen],150.0,False,False,261
Lose,[Hearts Seven] [Clubs Two] [Hearts Ten],[Diamonds Eight] [Diamonds Three] [Diamonds Ten],135.0,False,False,255
Push,[Spades Six] [Hearts King] [Diamonds Ace],[Diamonds Queen] [Hearts Seven],135.0,False,False,250
Lose,[Diamonds Four] [Diamonds Four] [Spades Two],[Clubs Ten] [Hearts Seven],120.0,False,False,245
Lose,[Hearts Two] [Spades Four] [Hearts Ten] [Clubs Six],[Clubs King] [Spades King],105.0,False,False,239
Win,[Diamonds Nine] [Diamonds Nine],[Clubs Seven] [Spades Two] [Spades Five] [Diamonds Ace] [Hearts Jack],120.0,False,False,232
Win,[Clubs Jack] [Spades Jack],[Spades Five] [Diamonds Six] [Clubs Eight],135.0,False,False,227
Win,[Diamonds King] [Hearts Jack],[Clubs Two] [Clubs Ace] [Spades Nine] [Diamonds Seven],150.0,False,False,221
Win,[Hearts Four] [Diamonds King],[Spades Three] [Diamonds Jack] [Diamonds Ten],165.0,False,False,216
Lose,[Diamonds Two] [Hearts Jack],[Diamonds Six] [Clubs Two] [Diamonds Six] [Clubs Seven],150.0,False,False,210
Push,[Diamonds Eight] [Hearts King],[Hearts Nine] [Clubs Four] [Hearts Five],150.0,False,False,205
Lose,[Spades Four] [Clubs Four] [Clubs Nine],[Hearts Ace] [Spades Queen],135.0,False,False,200
Lose,[Spades Ten] [Diamonds King],[Hearts Three] [Hearts Two] [Diamonds Ten] [Clubs Six],120.0,False,False,194
Win,[Clubs King] [Diamonds Seven],[Spades Seven] [Clubs Three] [Hearts Six] [Diamonds Six],135.0,False,False,188
Lose,[Spades Eight] [Spades Seven],[Diamonds Three] [Diamonds Seven] [Hearts Queen],120.0,False,False,183
Win,[Clubs Jack] [Hearts King],[Diamonds Nine] [Diamonds Queen],135.0,False,False,179
Push,[Hearts King] [Spades Ten],[Spades Seven] [Hearts Three] [Diamonds Queen],135.0,False,False,174
Win,[Clubs Ten] [Hearts Eight],[Hearts Five] [Diamonds Ace] [Spades Ace],150.0,False,False,169
Lose,[Hearts Nine] [Hearts Four] [Clubs Nine],[Spades Nine] [Clubs Six] [Hearts Ten],135.0,False,False,163
Win,[Diamonds Ace] [Hearts Five] [Diamonds Eight] [Diamonds Five],[Hearts Nine] [Spades Three] [Hearts Six],150.0,False,False,156
Win,[Spades Nine] [Clubs Five] [Hearts Six],[Spades Ten] [Clubs Five] [Hearts Eight],165.0,False,False,150
Win,[Clubs Ace] [Hearts Nine],[Spades Ten] [Spades Nine],180.0,False,False,146
Win,[Hearts Queen] [Clubs Jack],[Spades Ten] [Spades Seven],195.0,False,False,142
Win,[Diamonds Two] [Spades Ace] [Clubs Five],[Diamonds Six] [Hearts Ace],225.0,True,False,137
Lose,[Clubs Four] [Spades Five] [Spades Six],[Hearts Five] [Diamonds Queen] [Hearts Two],195.0,True,False,131
Lose,[Clubs Six] [Clubs Nine],[Hearts Two] [Hearts Seven] [Spades King],180.0,False,False,126
Lose,[Spades Queen] [Hearts Five] [Hearts Two],[Hearts Jack] [Clubs King],165.0,False,False,121
Lose,[Diamonds Four] [Spades Four] [Hearts Eight] [Spades Eight],[Clubs Nine] [Clubs Ten],150.0,False,False,115
Lose,[Spades Three] [Clubs Queen] [Diamonds Jack],[Spades Eight] [Hearts Nine],135.0,False,False,110
Lose,[Hearts Queen] [Spades Four] [Diamonds King],[Diamonds Ace] [Clubs Eight],120.0,False,False,105
Win,[Clubs Six] [Hearts Queen],[Spades Two] [Spades Three] [Clubs Ten] [Diamonds Eight],135.0,False,False,99
Blackjack,[Diamonds Ace] [Spades Queen],[Diamonds King] [Clubs Ace],157.5,False,False,95
Lose,[Clubs Ace] [Clubs Three] [Hearts Three],[Clubs Queen] [Spades Eight],142.5,False,False,90
Win,[Diamonds Five] [Diamonds Jack] [Diamonds Three],[Diamonds Seven] [Diamonds Ten],157.5,False,False,85
Lose,[Clubs Jack] [Clubs Five] [Hearts Eight],[Spades Jack] [Diamonds Two] [Spades Ace] [Spades Three] [Clubs Four],142.5,False,False,77
Blackjack,[Clubs Eight] [Diamonds Three] [Diamonds Ten],[Diamonds Five] [Clubs Eight] [Spades Jack],187.5,True,False,71
Lose,[Diamonds Two] [Diamonds King],[Spades Five] [Spades Ten] [Spades Five],172.5,False,False,66
Win,[Hearts Nine] [Hearts King],[Diamonds Ten] [Hearts Four] [Spades Two] [Diamonds Eight],187.5,False,False,60
Win,[Diamonds Four] [Diamonds Queen] [Hearts Six],[Clubs Seven] [Hearts Seven] [Spades Queen],202.5,False,False,54
Lose,[Hearts Five] [Spades Jack] [Clubs King],[Spades Jack] [Spades Seven],187.5,False,False,49
Win,[Hearts Ten] [Clubs Nine],[Clubs Queen] [Diamonds Three] [Clubs Two] [Hearts Three],202.5,False,False,43
Lose,[Clubs Four] [Spades King] [Diamonds Two] [Spades Nine],[Clubs Eight] [Spades Seven] [Hearts Two],187.5,False,False,36
Win,[Clubs Ace] [Clubs Three] [Hearts Six],[Diamonds Three] [Spades Queen] [Hearts King],202.5,False,True,28
Blackjack,[Spades Ace] [Hearts Queen],[Diamonds Three] [Spades Queen] [Hearts King],225.0,False,True,28
Lose,[Diamonds Nine] [Diamonds Six],[Spades Two] [Clubs Two] [Diamonds Five] [Clubs Three] [Spades Six],210.0,False,False,21
Lose,[Spades Ace] [Clubs Four] [Hearts Three],[Diamonds Jack] [Clubs Jack],195.0,False,False,16
Lose,[Spades Queen] [Spades Six],[Diamonds Five] [Spades Eight] [Spades Four],180.0,False,False,11
Lose,[Clubs Three] [Spades Two] [Diamonds Six],[Spades Queen] [Spades Ten],165.0,False,False,307
Lose,[Hearts Two] [Diamonds Queen] [Hearts Two] [Diamonds King],[Diamonds Eight] [Spades Queen],150.0,False,False,301
Lose,[Hearts King] [Hearts Nine],[Diamonds Ten] [Hearts King],135.0,False,False,297
Win,[Clubs Six] [Spades Jack],[Spades Six] [Spades King] [Spades Jack],150.0,False,False,292
Lose,[Spades King] [Hearts Seven],[Diamonds Eight] [Spades Jack],135.0,False,False,288
Win,[Clubs Eight] [Diamonds King],[Clubs Jack] [Clubs Four] [Clubs Queen],150.0,False,False,283
Win,[Hearts Seven] [Diamonds Five] [Spades Eight],[Clubs Nine] [Hearts Five] [Diamonds Three],165.0,False,False,277
Win,[Hearts Five] [Hearts Six] [Clubs Seven],[Clubs Four] [Hearts Jack] [Spades Nine],195.0,True,False,271
Win,[Hearts Queen] [Hearts Nine],[Clubs Eight] [Hearts Eight] [Hearts Eight],210.0,False,False,266
Lose,[Hearts Two] [Diamonds Six] [Clubs Seven],[Diamonds Two] [Clubs Two] [Clubs Nine] [Diamonds Seven],195.0,False,False,259
Lose,[Diamonds Nine] [Diamonds Six] [Clubs King],[Hearts Seven] [Diamonds Jack],180.0,False,False,254
Lose,[Spades Ace] [Hearts Ace],[Spades Seven] [Diamonds Four] [Hearts Nine],165.0,False,True,247
Lose,[Clubs Ace] [Spades Ace],[Spades Seven] [Diamonds Four] [Hearts Nine],150.0,False,True,247
Win,[Diamonds Five] [Spades Three] [Hearts King],[Clubs Five] [Hearts Jack] [Spades Ten],165.0,False,False,241
Win,[Hearts Queen] [Spades Nine],[Clubs Jack] [Diamonds Eight],180.0,False,False,237
Push,[Clubs Six] [Hearts Three] [Diamonds Ace],[Clubs Ten] [Clubs Jack],180.0,False,False,232
Lose,[Spades Seven] [Clubs Two] [Spades Five],[Diamonds Two] [Clubs Two] [Spades Four] [Clubs Eight] [Spades Four],165.0,False,False,224
Win,[Spades Five] [Hearts Ace] [Diamonds Queen],[Diamonds Five] [Spades Two] [Clubs Six] [Clubs Ten],195.0,True,False,217
Win,[Spades Four] [Spades Two] [Hearts Ten],[Hearts Five] [Clubs Six] [Hearts Four] [Diamonds Nine],210.0,False,False,210
Lose,[Spades Two] [Spades King],[Hearts Four] [Spades Four] [Clubs Nine],195.0,False,False,205
Lose,[Diamonds Jack] [Hearts Three],[Hearts Three] [Clubs Seven] [Hearts Five] [Spades Three],180.0,False,False,199
Blackjack,[Spades Ace] [Diamonds Five] [Diamonds Ten] [Diamonds Five],[Clubs Ace] [Clubs Jack],202.5,False,False,193
Push,[Diamonds Seven] [Diamonds Queen],[Clubs Seven] [Diamonds King],202.5,False,False,189
Win,[Hearts Jack] [Diamonds Six],[Diamonds Four] [Spades Ten] [Spades Ace] [Clubs Queen],217.5,False,False,183
Win,[Diamonds King] [Clubs Four] [Clubs Six],[Clubs Ten] [Spades Three] [Clubs Jack],232.5,False,False,177
Push,[Spades Jack] [Hearts Eight],[Diamonds Jack] [Hearts Eight],232.5,False,False,173
Blackjack,[Hearts Ace] [Clubs King],[Hearts Queen] [Diamonds Queen],255.0,False,False,169
Blackjack,[Diamonds Ten] [Diamonds Ace],[Clubs Five] [Spades Six] [Diamonds Seven],277.5,False,False,164
Blackjack,[Diamonds Ace] [Hearts Jack],[Hearts Jack] [Clubs Six] [Diamonds Three],300.0,False,False,159
Blackjack,[Diamonds Ace] [Diamonds Ten],[Clubs Five] [Spades Seven] [Spades Two] [Clubs Five],322.5,False,False,153
Lose,[Diamonds Seven] [Spades Five],[Hearts Four] [Clubs King] [Diamonds Three],307.5,False,False,148
Lose,[Clubs Queen] [Spades Five],[Diamonds Six] [Clubs Ace],292.5,False,False,144
Lose,[Clubs Three] [Hearts Ten] [Spades Queen],[Hearts King] [Diamonds Two] [Hearts Two] [Clubs Three],277.5,False,False,137
Lose,[Spades Ten] [Clubs Four],[Clubs Three] [Diamonds Four] [Hearts Ten],262.5,False,False,132
Win,[Hearts King] [Spades King],[Hearts Four] [Spades Nine] [Clubs Three] [Hearts Six],277.5,False,False,126
Win,[Clubs Eight] [Spades Jack],[Diamonds Eight] [Diamonds Nine],292.5,False,False,122
Win,[Spades Six] [Clubs King],[Spades Three] [Hearts Ten] [Hearts Jack],307.5,False,False,117
Blackjack,[Hearts Queen] [Clubs Three] [Diamonds Eight],[Spades Ten] [Spades Five] [Clubs Four],330.0,False,False,111
Blackjack,[Clubs Ten] [Hearts Six] [Hearts Five],[Diamonds Nine] [Spades Eight],352.5,False,False,106
Lose,[Clubs Jack] [Hearts Eight],[Clubs Four] [Spades Ten] [Clubs Seven],337.5,False,False,101
Win,[Diamonds Nine] [Diamonds Ace],[Hearts Ace] [Clubs Ace] [Spades Seven],352.5,False,False,96
Lose,[Clubs Queen] [Hearts Six] [Clubs Ace],[Hearts Nine] [Hearts Nine],337.5,False,False,91
Lose,[Diamonds Queen] [Diamonds Three] [Diamonds Ten],[Clubs Eight] [Clubs Five] [Hearts Two] [Hearts Eight],322.5,False,False,84
Win,[Spades Eight] [Hearts Seven] [Diamonds Three],[Hearts Ace] [Spades Four] [Diamonds Ace] [Clubs Nine] [Spades Ace] [Diamonds King],337.5,False,False,75
Lose,[Spades Nine] [Spades Six] [Hearts Ten],[Spades Ace] [Diamonds Nine],322.5,False,False,70
Lose,[Hearts Six] [Spades Five] [Hearts Three],[Hearts Ace] [Diamonds Two] [Diamonds Seven],292.5,True,False,64
Win,[Clubs Queen] [Clubs Eight],[Spades Nine] [Clubs Seven] [Spades King],307.5,False,False,59
Lose,[Hearts King] [Spades Three] [Hearts Ten],[Spades Nine] [Diamonds Eight],292.5,False,False,54
Lose,[Spades Two] [Diamonds Ten],[Clubs Five] [Diamonds Queen] [Diamonds Four],277.5,False,True,46
Lose,[Clubs Two] [Diamonds Six] [Diamonds Three],[Clubs Five] [Diamonds Queen] [Diamonds Four],262.5,False,True,46
Win,[Spades Queen] [Spades King],[Diamonds King] [Spades Eight],277.5,False,False,42
Lose,[Spades Seven] [Spades Eight] [Hearts Seven],[Clubs Ten] [Clubs Queen],262.5,False,False,37
Lose,[Clubs Nine] [Clubs Two] [Diamonds Four],[Diamonds Jack] [Diamonds Jack],232.5,True,False,32
Win,[Hearts Four] [Hearts Five] [Hearts Queen],[Clubs Ten] [Hearts Four] [Spades Three],247.5,False,False,26
Blackjack,[Diamonds Five] [Spades Six] [Clubs King],[Clubs King] [Clubs Ace],292.5,True,False,21
Win,[Spades Queen] [Hearts Queen],[Diamonds Two] [Hearts Two] [Clubs Nine] [Diamonds Two] [Diamonds Four],307.5,False,False,14
Win,[Hearts Four] [Spades Ace] [Hearts Queen] [Spades Four],[Clubs King] [Hearts Seven],322.5,False,False,306
Win,[Diamonds Queen] [Clubs Ten],[Hearts Jack] [Clubs Six] [Hearts Eight],337.5,False,False,301
Push,[Hearts Ten] [Clubs Jack],[Diamonds Ace] [Diamonds Nine],337.5,False,False,297
Win,[Clubs Two] [Diamonds Six] [Diamonds Jack],[Spades Ten] [Spades Four] [Clubs Three],352.5,False,False,291
Lose,[Spades Nine] [Hearts Four],[Hearts Six] [Spades Two] [Spades Five] [Hearts Five],337.5,False,False,285
Win,[Clubs Eight] [Spades Queen],[Hearts Nine] [Diamonds Two] [Diamonds Two] [Hearts King],352.5,False,False,279
Lose,[Hearts King] [Hearts Six],[Spades Five] [Diamonds Six] [Diamonds Five] [Spades Four],337.5,False,False,273
Lose,[Spades Three] [Clubs Seven] [Spades Four],[Diamonds Eight] [Diamonds Jack],307.5,True,False,268
Lose,[Diamonds Ace] [Clubs Four] [Diamonds Nine] [Hearts Jack],[Spades Queen] [Diamonds Jack],292.5,False,False,262
Blackjack,[Diamonds Queen] [Hearts Ace],[Spades Five] [Spades Three] [Hearts Two] [Hearts Six] [Clubs Queen],315.0,False,False,255
Lose,[Diamonds Seven] [Spades King],[Clubs Ace] [Clubs Queen],300.0,False,False,251
Win,[Diamonds Eight] [Hearts Two] [Hearts Nine],[Spades Five] [Diamonds King] [Diamonds King],330.0,True,False,245
Lose,[Spades Three] [Spades Three] [Spades Seven] [Spades Jack],[Spades Queen] [Spades Ace],315.0,False,False,239
Lose,[Clubs Ten] [Diamonds Queen],[Spades Ace] [Diamonds Queen],300.0,False,False,235
Lose,[Clubs Jack] [Diamonds Seven],[Hearts Jack] [Spades Ten],285.0,False,False,231
Lose,[Diamonds Two] [Hearts Ace] [Hearts Five],[Hearts Queen] [Clubs Ace],270.0,False,False,226
Win,[Clubs Six] [Clubs Five] [Hearts Seven],[Hearts Eight] [Spades Nine],300.0,True,False,221
Win,[Clubs Ten] [Hearts Queen],[Diamonds Jack] [Clubs Four] [Spades Four],315.0,False,False,216
Lose,[Hearts Three] [Diamonds Five] [Clubs King],[Spades King] [Hearts Ten],300.0,False,False,211
Push,[Hearts Seven] [Spades Queen],[Hearts Five] [Clubs Two] [Spades King],300.0,False,False,206
Win,[Hearts Four] [Diamonds Five] [Spades Seven] [Spades Two],[Clubs Nine] [Diamonds Five] [Diamonds Ten],315.0,False,False,199
Blackjack,[Hearts Ace] [Diamonds King],[Diamonds King] [Clubs King],337.5,False,False,195
Lose,[Spades King] [Spades Three],[Spades Two] [Clubs Nine] [Clubs Nine],322.5,False,False,190
Lose,[Diamonds Eight] [Hearts Seven],[Diamonds Two] [Hearts Six] [Hearts Queen],307.5,False,False,185
Lose,[Hearts Eight] [Spades Six] [Diamonds Four],[Spades Nine] [Clubs King],292.5,False,False,180
Lose,[Hearts Four] [Diamonds Six] [Hearts Seven],[Clubs Five] [Diamonds Six] [Clubs Four] [Hearts Ace] [Hearts Two],262.5,True,False,172
Lose,[Clubs Ace] [Diamonds Three] [Hearts Two] [Spades Seven] [Hearts Queen],[Spades Ten] [Spades Eight],247.5,False,False,165
Blackjack,[Clubs King] [Hearts Ace],[Hearts Eight] [Spades Seven] [Clubs Seven],270.0,False,False,160
Lose,[Hearts Nine] [Diamonds Seven] [Spades Jack],[Diamonds Ace] [Spades Six],255.0,False,False,155
Lose,[Clubs Six] [Spades Six] [Hearts Jack],[Spades Eight] [Diamonds Four] [Spades Nine],240.0,False,False,149
Push,[Clubs Eight] [Spades King],[Hearts Jack] [Clubs Eight],240.0,False,False,145
Lose,[Spades Jack] [Diamonds Ten],[Clubs Seven] [Diamonds Two] [Diamonds Two] [Diamonds King],225.0,False,False,139
Win,[Hearts Three] [Clubs Jack],[Hearts Five] [Diamonds Five] [Diamonds Three] [Diamonds Three] [Diamonds Eight],240.0,False,False,132
Blackjack,[Spades Seven] [Spades Eight] [Hearts Ace] [Hearts Five],[Spades Nine] [Spades Seven] [Clubs Two],262.5,False,False,125
Win,[Clubs Nine] [Clubs Ten],[Diamonds Ten] [Hearts Three] [Clubs Two] [Clubs Queen],277.5,False,False,119
Win,[Spades Five] [Spades Ace] [Clubs Four],[Spades Five] [Diamonds Seven] [Spades Jack],307.5,True,False,113
Win,[Spades Jack] [Hearts King],[Spades Eight] [Clubs Three] [Spades Ace] [Spades Six],322.5,False,False,107
Win,[Hearts Eight] [Diamonds Ten],[Clubs Three] [Clubs Three] [Diamonds Nine] [Spades Ten],337.5,False,False,101
Lose,[Diamonds Three] [Spades Eight] [Hearts Three],[Hearts Three] [Clubs Five] [Diamonds King],307.5,True,False,95
Lose,[Clubs Nine] [Diamonds Jack],[Diamonds Four] [Diamonds Queen] [Spades Ace] [Diamonds Ace] [Hearts Four],292.5,False,False,88
Win,[Clubs Eight] [Clubs Queen],[Clubs Ace] [Diamonds Four] [Clubs Two],307.5,False,False,83
Lose,[Hearts King] [Clubs Eight],[Spades Two] [Spades Ten] [Diamonds Nine],292.5,False,False,78
Lose,[Spades Two] [Diamonds Four] [Clubs Five],[Clubs Ace] [Spades Nine],277.5,False,False,73
Win,[Hearts Nine] [Spades King],[Clubs Two] [Hearts Seven] [Diamonds Five] [Diamonds Ten],292.5,False,False,67
Win,[Clubs Jack] [Spades Six],[Clubs Six] [Diamonds Eight] [Clubs Eight],307.5,False,False,62
Lose,[Hearts Eight] [Clubs Four] [Diamonds Jack],[Hearts Queen] [Clubs King],292.5,False,False,57
Win,[Diamonds Ten] [Diamonds Seven],[Hearts Two] [Clubs Ten] [Hearts Ten],307.5,False,False,52
Blackjack,[Hearts Three] [Spades Two] [Spades Ten] [Diamonds Six],[Diamonds Nine] [Diamonds Queen],330.0,False,False,46
Push,[Clubs Seven] [Hearts Ten],[Diamonds Six] [Clubs Jack] [Diamonds Ace],330.0,False,False,41
Push,[Hearts Jack] [Clubs Ten],[Diamonds Ace] [Hearts Nine],330.0,False,False,37
Win,[Spades Three] [Diamonds Seven] [Hearts Ten],[Clubs Three] [Diamonds Nine] [Clubs Six],360.0,True,False,31
Win,[Hearts Five] [Diamonds Four] [Hearts Nine],[Hearts Six] [Clubs Seven] [Hearts King],390.0,True,False,25
Lose,[Hearts King] [Hearts Four] [Spades Four],[Clubs Queen] [Clubs Three] [Clubs Seven],375.0,False,False,19
Lose,[Clubs Ace] [Clubs Six] [Clubs Queen],[Spades Jack] [Hearts Ten],360.0,False,False,14
Lose,[Clubs Eight] [Diamonds Ten],[Spades Eight] [Clubs Two] [Diamonds Jack],345.0,False,False,307
Lose,[Hearts Queen] [Diamonds Five],[Clubs Four] [Hearts Eight] [Spades Five],330.0,False,False,302
Win,[Diamonds Five] [Hearts Five] [Hearts King],[Hearts Seven] [Diamonds Seven] [Diamonds Ace] [Clubs Nine],360.0,True,False,295
Win,[Hearts Two] [Clubs Jack] [Diamonds Eight],[Clubs Queen] [Hearts Five] [Diamonds Queen],375.0,False,False,289
Lose,[Clubs Seven] [Diamonds Ten],[Hearts Jack] [Clubs Ten],360.0,False,False,285
Lose,[Hearts Two] [Hearts Eight] [Hearts Five] [Hearts Ace] [Diamonds Ten],[Clubs Ace] [Hearts Three] [Diamonds Six],345.0,False,False,277
Win,[Clubs Nine] [Hearts Six] [Clubs Two],[Diamonds King] [Spades Six] [Clubs Queen],360.0,False,False,271
Push,[Hearts Six] [Hearts Five] [Spades Eight],[Clubs Five] [Spades Queen] [Clubs Four],360.0,True,False,265
Lose,[Hearts Three] [Diamonds Two] [Diamonds Four],[Hearts Eight] [Diamonds Nine],345.0,False,False,260
Blackjack,[Diamonds Ten] [Spades Ace],[Clubs Five] [Diamonds Five] [Hearts Seven],367.5,False,False,255
Lose,[Spades Jack] [Diamonds Jack],[Clubs Ten] [Hearts Ace],352.5,False,False,251
Win,[Clubs Three] [Clubs Nine],[Hearts Four] [Hearts Eight] [Diamonds King],367.5,False,False,246
Win,[Spades Six] [Clubs Four] [Hearts Three] [Clubs Seven],[Diamonds Queen] [Clubs Three] [Spades Nine],382.5,False,False,239
Lose,[Spades Nine] [Spades Eight],[Hearts Six] [Clubs Three] [Diamonds Ace],367.5,False,False,234
Lose,[Diamonds Three] [Clubs Three] [Hearts Queen] [Clubs King],[Hearts Ten] [Hearts Seven],352.5,False,False,228
Win,[Clubs Seven] [Clubs Queen],[Spades Six] [Diamonds Five] [Diamonds Four] [Diamonds Nine],367.5,False,False,222
Win,[Clubs Ten] [Diamonds Jack],[Hearts Ten] [Hearts Four] [Diamonds Two] [Clubs Ten],382.5,False,False,216
Lose,[Diamonds Two] [Clubs Two] [Diamonds Queen] [Hearts Two] [Hearts Ace],[Hearts Jack] [Diamonds Six] [Spades Three],367.5,False,False,208
Win,[Hearts Queen] [Spades King],[Diamonds Four] [Diamonds Nine] [Hearts Queen],382.5,False,False,203
Blackjack,[Diamonds Four] [Diamonds Seven] [Diamonds King],[Diamonds Four] [Spades Five] [Spades Nine],427.5,True,False,197
Blackjack,[Clubs King] [Diamonds Six] [Clubs Five],[Hearts Ace] [Clubs King],450.0,False,False,192
